Time,5_1
0,0
0.017,1.312698413
0.033,2.335071813
0.05,3.573419166
0.067,4.301593521
0.083,5.523821613
0.1,5.619059488
0.117,6.368551329
0.133,6.711819177
0.15,7.359778286
0.167,7.544922913
0.183,7.895319532
0.2,8.006832298
0.217,8.515502866
0.233,8.7317916
0.25,9.012626263
0.267,8.867469336
0.283,9.710354101
0.3,9.623890861
0.317,9.611136364
