Time,35_1,35_2,35_3,35_4,35_5,35_6,25_1,25_2,25_3,25_4,25_5,25_6,15_1,15_2,15_3,15_4,15_5,15_6,5_1,5_2,5_3,5_4,5_5,5_6
0.250,9.398253968,10.39112213,10.7516523,11.65642702,10.77911134,11.66378416,13.5625,11.67007109,11.13616299,10.7070856,11.25359925,11.86847826,10.54331669,13.21689307,18.92544643,16.12575758,14.03963178,11.63556929,9.012626263,12.7272956,10.90181695,11.67954631,11.70819378,12.05607477
0.267,9.770712933,10.67413098,11.13396778,12.00186986,10.90683761,11.79550108,13.82124042,11.90593633,11.22780758,10.86976349,11.53710362,12.16529722,11.02859477,13.44319356,18.02373866,15.51533699,13.69607129,12.18703899,8.867469336,13.14160232,10.72140454,12.15787338,12.03267604,12.68818182
0.283,9.96679669,10.93878676,11.25974818,12.08241077,11.32098418,12.12177346,14.55977183,12.12356223,11.43798102,11.15198413,11.80522278,12.52532525,11.49985665,13.12424223,19.97418478,17.00613276,15.39247681,12.93671828,9.710354101,14.72916667,11.45337302,12.6431746,11.33054324,12.89404861
0.300,10.18806487,11.21409526,11.52499741,12.54133746,11.60637532,12.36113732,14.53119595,12.57846073,11.5577948,11.48257115,11.73072379,12.6191755,12.23847624,14.11695664,19.84646739,16.85744048,15.27450137,13.48120629,9.623890861,14.58190901,11.58741562,11.92559524,12.4527027,13.09139818
0.317,10.43803922,11.53148305,11.75357272,12.52275768,11.74147727,12.57962781,15.13768251,12.75492424,12.04527606,11.67242598,12.0322561,12.83635738,11.78927267,13.59301928,19.96581633,17.29807692,15.67034907,13.68646009,9.611136364,13.82718295,12.22705918,12.70436508,12.9027512,13.54239934
0.333,10.56591945,11.67992896,11.90488452,12.71116043,12.01650604,12.68193797,15.4236014,12.71509953,12.02490267,11.75647823,11.99654434,12.96443737,11.71990172,15.02706186,19.37698295,17.65365762,15.11016439,13.33264338,9.848405236,13.82846154,12.05305882,13.33725649,13.77266501,14.09734735
0.350,10.84261759,11.71452394,11.90185185,12.89386724,12.54787972,13.03632577,15.2797619,12.85219137,12.08889394,12.04758327,12.50678625,13.17457554,12.37648498,14.33675063,21.35090014,18.695,16.77073864,14.47235872,10.40158991,15.44448793,12.68853265,13.8071875,12.53169643,14.08335345
0.367,10.87542553,11.90654762,12.29939516,12.90733989,12.43644068,13.20245696,15.27762414,12.96840016,12.46526314,12.10116192,12.44826007,13.43782293,12.57846904,14.57839976,21.46449332,19.15339744,16.20291165,13.98055556,10.12369228,15.09021522,13.10011802,13.21605531,13.86796171,14.11920489
0.383,11.00809537,11.74597357,12.14074074,13.21961273,12.68332162,13.43808375,15.53476211,13.2605042,12.7512314,12.38746753,12.44831367,13.62187776,12.82554024,14.2635819,22.36883426,18.32102564,16.54607964,13.81318681,10.21759259,14.3082243,13.37221227,13.55226481,14.29268138,14.14677177
0.400,11.26880536,11.9998366,12.35308336,12.8828534,12.83294794,13.68022084,16.07889908,13.36458333,12.60169779,12.19090655,12.8655577,13.34072971,12.37206745,15.25147155,20.4406015,18.81655844,15.89482707,14.0975835,10.27816307,14.27346491,13.13652973,13.89251808,14.39601413,14.96503843
0.417,11.31996047,12.15709875,12.44501665,13.17272727,13.2271063,13.79449451,15.71602183,13.14393874,12.79308323,12.43473056,12.92217913,13.52048197,12.70757576,14.72435897,21.73931889,19.31067613,17.05267615,14.62015915,10.74593055,16.56476241,13.58909214,14.36291486,13.00054443,15.04587156
0.433,11.54591038,12.4108265,12.72575397,12.98134398,12.97438646,13.92086599,16.56477602,13.4168768,12.77886248,12.68560296,12.98917259,13.6576087,13.11050487,15.29298564,22.38304924,18.96470302,17.05231605,15.31559743,10.73218801,16.62989418,13.40517647,13.65391826,14.52513454,15.18862086
0.450,11.50965406,12.41695703,12.87022618,13.26569887,13.00098039,14.00889498,16.19368687,13.78653986,12.76752752,12.68048523,12.88037634,13.61531494,13.08102919,15.16097222,22.54924242,19.33135796,17.58969147,15.00852273,10.61920608,15.0494852,14.29889113,14.01071429,14.93617936,15.13723765
0.467,11.73946898,12.49266975,12.77922733,13.12209708,13.19389721,14.20101826,15.95498768,13.33665994,12.81361408,12.91870138,13.18685289,13.8456125,13.02723312,16.19927536,21.6786152,18.83652052,16.90250411,14.85786914,10.74659091,15.27779923,13.60853423,15.48342342,14.7930303,15.66704204
0.483,11.7951434,12.80143986,12.89608812,13.5630117,13.93475397,14.29101684,16.45546636,13.39879006,13.04269135,12.65980114,13.06574232,14.1755679,13.11195715,15.42823115,21.89313462,20.21949495,17.57189152,15.31882086,10.99746622,17.07472613,14.13578122,15.33963816,13.86200658,16.13212951
0.500,11.94103261,12.94047396,13.01839749,13.49559353,14.02480843,14.17560028,16.03945548,13.43286462,12.77471686,13.06104312,13.20215901,14.02644088,13.70359636,15.85278169,22.16528638,20.34290368,17.74709513,15.45233586,11.43826458,17.09485981,14.54213315,14.98836122,15.41964286,15.925
